"DealerName","DealerGuid","DealerId","Website","Domain","AntalBiler"
"Flashback Motors","2b71175a-fdca-df11-9e98-0025b3e6b7d8","6633","https://flashbackmotors.dk/","flashbackmotors.dk","1"
"Kofoed & Thomsen A/S","88af0f60-fdca-df11-9e98-0025b3e6b7d8","6173","https://kofoedthomsen.dk/brugte-biler/","kofoedthomsen.dk","1"
"Au2Fast","acaf0f60-fdca-df11-9e98-0025b3e6b7d8","5474","https://www.au2fast.dk/","au2fast.dk","1"
"Vejlebo & Larsen ApS","5ef0264e-fdca-df11-9e98-0025b3e6b7d8","1802","https://www.vejlebolarsen.dk/","vejlebolarsen.dk","1"
"NZ Biler","0af1264e-fdca-df11-9e98-0025b3e6b7d8","7592","https://www.nzBiler.dk","nzbiler.dk","1"
"Volkswagen Grenaa","9ef2264e-fdca-df11-9e98-0025b3e6b7d8","2486","https://www.bilhus.dk/","bilhus.dk","1"
"Au2hjul ApS","2cd23b3c-fdca-df11-9e98-0025b3e6b7d8","4752","https://www.au2hjul.dk/","au2hjul.dk","1"
"Brunshåb Autohandel","43314136-fdca-df11-9e98-0025b3e6b7d8","7238","https://www.ceauto.dk","ceauto.dk","1"
"Johansen Automobiler A/S","63314136-fdca-df11-9e98-0025b3e6b7d8","4794","http://www.johansen-auto.dk/kontakt-os.aspx","johansen-auto.dk","1"
"Bjarne Nielsen A/S - Hørsholm","7b314136-fdca-df11-9e98-0025b3e6b7d8","1338","https://www.bn.dk/","bn.dk","1"
"Harris Hansen Biler A/S","38304136-fdca-df11-9e98-0025b3e6b7d8","1219","https://www.harrishansenbiler.dk/","harrishansenbiler.dk","1"
"BilInfo ApS-","42304136-fdca-df11-9e98-0025b3e6b7d8","100","https://www.bilinfo.dk","bilinfo.dk","1"
"Bilcentret A/S","ff304136-fdca-df11-9e98-0025b3e6b7d8","518","https://www.bil-centret.dk/","bil-centret.dk","1"
"Henrik Wessel A/S, Kgs. Lyngby","7f314136-fdca-df11-9e98-0025b3e6b7d8","1061","http://www.henrikwessel.com","henrikwessel.com","1"
"TJ AUTOMOBILER ApS","1bd13b3c-fdca-df11-9e98-0025b3e6b7d8","2163","https://www.tjautomobiler.dk/","tjautomobiler.dk","1"
"Virklund Biler","79d13b3c-fdca-df11-9e98-0025b3e6b7d8","5951","https://www.bilbasen.dk/find-en-forhandler/bilforhandler-virklund-biler-id5951","bilbasen.dk","1"
"Ilbro Auto A/S","80d13b3c-fdca-df11-9e98-0025b3e6b7d8","3171","http://www.ilbroauto.dk/","ilbroauto.dk","1"
"Kent's Biler","c2d03b3c-fdca-df11-9e98-0025b3e6b7d8","7201",,"","1"
"Dit Autocenter Storvorde ApS","cad03b3c-fdca-df11-9e98-0025b3e6b7d8","3003","https://www.ditautocenter.dk/","ditautocenter.dk","1"
"Nordjysk Autocenter ApS","dad03b3c-fdca-df11-9e98-0025b3e6b7d8","2997","https://www.nordjyskautocenter.dk/","nordjyskautocenter.dk","1"
"JS Biler ApS","9a59868c-512f-e411-b028-0050568635ef","11188","https://www.jsbilerherning.dk","jsbilerherning.dk","1"
"Motorgaarden ApS","a13e4f83-5842-e411-b028-0050568635ef","11211","http://www.motorgaarden.dk/","motorgaarden.dk","1"
"Car House","cb7eed87-e085-e411-b02a-0050568635ef","11278","https://www.car-house.dk/","car-house.dk","1"
"MH Biler Herlev","4ecb8b38-38fd-e411-aa25-0050568635ef","11491","https://www.mhbilerherlev.dk/","mhbilerherlev.dk","1"
"AK Biler","9c7a00dd-a72d-e811-af0f-0050568635ef","12351","https://www.ak-biler.dk/","ak-biler.dk","1"
"pkrbiler.dk","b2089bc6-10fd-e311-b028-0050568635ef","11146","https://www.pkrbiler.dk/","pkrbiler.dk","1"
"Simons Biler ApS","8971eb1c-845c-ea11-b2f4-0050568635ef","12998","https://www.simonsbiler.dk/","simonsbiler.dk","1"
"MA-Bilhandel Aps","5d2b7c27-5c00-e511-b43c-0050568635ef","11898","https://www.ma-bilhandel.dk/","ma-bilhandel.dk","1"
"MMD biler","98faf2a0-f4c8-e611-b515-0050568635ef","11901","http://www.mmdbiler.dk/","mmdbiler.dk","1"
"Elkjær Biler","a41ee6a7-22cc-e611-b515-0050568635ef","11903",,"","1"
"CEKOS v. Christoffer Ehrenberg","63ce6edf-2e5d-ea11-b2f4-0050568635ef","12999",,"","1"
"Forza Leasing Frederikssund","dd721164-0d69-ea11-b2f4-0050568635ef","13018","http://www.forzaleasing.dk/","forzaleasing.dk","1"
"Varebil-Leasing Holstebro ApS","9d74e128-f48d-ea11-b2f4-0050568635ef","13048","https://www.varebil-leasing.dk/","varebil-leasing.dk","1"
"Leasingklubben ApS","dc060788-6130-ea11-a9bc-0050568635ef","12946","http://www.leasingklubben.dk/","leasingklubben.dk","1"
"Autoteknika","53267b30-16f2-e711-a12b-0050568635ef","12270","https://autoteknika.dk/","autoteknika.dk","1"
"Albæk Automobiler ApS","16d4be03-ec16-ec11-a3c3-0050568635ef","14557","http://www.albaekbiler.dk","albaekbiler.dk","1"
"LT Biler","7694b7e9-812a-ec11-a3c3-0050568635ef","14580",,"","1"
"F L Ø E A U T O","ff253c8c-1425-e311-9f02-0050568635ef","11059","https://www.floeauto.dk/","floeauto.dk","1"
"Drivers Collection","ad31b913-f887-e311-9f05-0050568635ef","11023","https://www.driverscollection.dk","driverscollection.dk","1"
"Viborg Autohandel","f8db5d03-7163-e511-9f48-0050568635ef","11497","http://www.viborg-autohandel.dk/","viborg-autohandel.dk","1"
"Classic Car House A/S","754a5b00-102b-ec11-a3c3-0050568635ef","14582","https://www.classiccarhouse.dk/","classiccarhouse.dk","1"
"ThomsenBiler ApS","6ba39103-5bc5-e711-a97a-0050568635ef","12221","https://www.thomsenbiler.dk/","thomsenbiler.dk","1"
"Autohus Nord","1ee3cc94-56a4-e711-a987-0050568635ef","12191","https://www.bilbasen.dk/find-en-forhandler/bilforhandler-autohus-nord-id12191","bilbasen.dk","1"
"Krabbe Invest v/Lars Krabbe","aab4c23a-90aa-e711-a987-0050568635ef","12197","https://krabbeinvesthandel.dk/","krabbeinvesthandel.dk","1"
"Nettobil ApS","71d18335-4d41-ec11-a3c3-0050568635ef","14600",,"","1"
"Jakob Automobiler","d30b6025-9338-e511-a60d-0050568635ef","11450",,"","1"
"Autos.dk A/S","29dbace0-4db9-e711-a97a-0050568635ef","12213","https://www.autos.dk/","autos.dk","1"
"Ringkøbing Auto IVS","bea60e0a-a015-e911-bc8d-0050568635ef","12583",,"","1"
"Wulff Biler","e88e9da0-fbae-ea11-bcc8-0050568635ef","13100",,"","1"
"Autohuset Petersen","a5e825c2-a1b7-ea11-bcc8-0050568635ef","13110","https://www.autohusetpetersen.dk/","autohusetpetersen.dk","1"
"Car Performance","94ba82ca-febf-e811-bc8d-0050568635ef","12501","https://www.carperformance.dk","carperformance.dk","1"
"Lund Biler ApS","973b50df-82d7-e811-bc8d-0050568635ef","12524","https://www.lundbiler.dk","lundbiler.dk","1"
"Markland biler","2495e40f-d001-e911-bc8d-0050568635ef","12567","https://marklandbiler.dk/","marklandbiler.dk","1"
"PureDrive ApS","7e2ca349-20ed-ea11-bcc8-0050568635ef","13183","https://www.puredrive.dk/","puredrive.dk","1"
"Westbecgaard Biler ApS","598cde8c-e72f-eb11-bcc8-0050568635ef","13277","https://westbecgaard-biler.dk/","westbecgaard-biler.dk","1"
"MAN Nordjylland A/S","047f5133-cb7a-e911-bd10-0050568635ef","12722","https://www.mannord.dk/","mannord.dk","1"
"The Cars ApS","1c4d2a1c-ff7a-e911-bd10-0050568635ef","12723","https://www.thecars.dk","thecars.dk","1"
"MB Group","da284450-b1f1-ea11-bcc8-0050568635ef","13188","http://www.mbgroup.dk/","mbgroup.dk","1"
"GT AU2","22aaf576-300a-eb11-bcc8-0050568635ef","13222","https://www.gt-au2.dk/","gt-au2.dk","1"
"Frimann Hansen Automobiler A/S - Næstved","54ae18b9-6b0c-eb11-bcc8-0050568635ef","13225","https://www.hh-as.dk/","hh-as.dk","1"
"Midtjysk Bilhus ApS","0b424399-587f-e811-bc8d-0050568635ef","12440","https://www.midtjyskbilhus.dk/","midtjyskbilhus.dk","1"
"Next Mobility Aabenraa A/S","a1913d36-bf98-e911-b62c-0050568635ef","12771","https://vw-aabenraa.dk/","vw-aabenraa.dk","1"
"Wittenkamp Biler & Leasing","3e51b80b-8a99-e911-b62c-0050568635ef","12772","https://www.wkbl.dk/","wkbl.dk","1"
"Bøttcher Biler ApS","3fa0b81b-30f7-e511-b637-0050568635ef","11679","https://www.bottcher-biler.dk/","bottcher-biler.dk","1"
"Müller AutoTec Aps","d4643f9a-0004-e711-b515-0050568635ef","11975","https://www.Muller-AutoTec.dk","muller-autotec.dk","1"
"AU2 CPH ApS","2334f0ab-8a05-e711-b515-0050568635ef","11978","http://au2cph.dk/","au2cph.dk","1"
"Asbjørn Biler","876830ea-7d14-e711-b515-0050568635ef","11998","http://www.asbjørnbiler.dk/","asbjørnbiler.dk","1"
"Talbro Automobiler ApS","00cf6dc9-3ba8-e311-b885-0050568635ef","11061","https://talbro.dk/","talbro.dk","1"
"Selected Car Leasing","6b2428af-f998-ea11-ba64-0050568635ef","13073","https://www.scleasing.dk","scleasing.dk","1"
"Greve-Autohus ApS","d58c50bb-28a3-e511-bab4-0050568635ef","11567","https://www.greve-autohus.dk/","greve-autohus.dk","1"
"Skaarup Biler ApS","4a25af6a-50b4-e511-bab4-0050568635ef","11585","https://www.skaarupbiler.dk","skaarupbiler.dk","1"
"3H Automotive A/S","72ed5179-4dcd-e411-ba37-0050568635ef","11343","https://www.3h-auto.dk","3h-auto.dk","1"
"Bilhuset Sommer","31c70abe-cb95-ea11-ba64-0050568635ef","13064",,"","1"
"byCars A/S","a5515903-8c96-ea11-ba64-0050568635ef","13067","https://www.bycars.dk","bycars.dk","1"
"CSK Leasing A/S","fb733673-00d8-e211-9efd-0050568635ef","10836","https://cskleasing.dk/","cskleasing.dk","1"
"Ejner Hessel Randers","952afd7c-fcd8-df11-a986-0025b3e6b7d8","9204","https://www.hessel.dk","hessel.dk","1"
"Strandgades Auto Haarby ApS","4462028f-fcd8-df11-a986-0025b3e6b7d8","7912","https://www.strandgadesauto.dk","strandgadesauto.dk","1"
"Lars Møller - LM Bilsalg","69bce6b2-fcd8-df11-a986-0025b3e6b7d8","11803","https://www.lmbilsalg.dk/","lmbilsalg.dk","1"
"SKOVSØ BILER ApS","898dc193-fbd8-df11-a986-0025b3e6b7d8","8617","http://www.skovsoebiler.dk/","skovsoebiler.dk","1"
"Sondrup Bilcenter A/S","4140bda5-fbd8-df11-a986-0025b3e6b7d8","2472","https://www.sondrup-bilcenter.dk","sondrup-bilcenter.dk","1"
"Auto Group Nordvest – Volkswagen Service Lemvig","14d9b7ab-fbd8-df11-a986-0025b3e6b7d8","7185","https://www.agn.dk/","agn.dk","1"
"Aros Leasing","0167266f-7796-e411-82a4-0050568635ef","11286","https://www.arosleasing.dk/","arosleasing.dk","1"
"AutoA A/S","33868ef8-e50c-e011-90d0-0025b3e6b7d8","9585","https://autoa.dk/","autoa.dk","1"
"Vores Biler ApS","4de33329-558d-e211-875b-0050568635ef","10765","https://www.voresbiler.dk/","voresbiler.dk","1"
"Selected Car Leasing","0cc25dda-608d-e211-875b-0050568635ef","10766","https://www.scleasing.dk/","scleasing.dk","1"
"Simon Kierkgaard Automobiler V/Automester E+ Hedensted","7cf49dbe-7dd6-e711-85d4-0050568635ef","12244","https://www.aw-s.dk/","aw-s.dk","1"
"Bilhuset Laursen A/S","ae61c0eb-de54-e211-8756-0050568635ef","9339","https://www.bilhusetlaursen.dk/","bilhusetlaursen.dk","1"
"MBT Sportcars GmbH","db60eba1-5256-e211-8757-0050568635ef","10687","http://www.mbt-sportcars.de/","mbt-sportcars.de","1"
"Birthe & Mogens Kloe ApS","435ab392-fad8-df11-a986-0025b3e6b7d8","7400","http://www.kloeauto.dk/","kloeauto.dk","1"
"Toyota Løgstør","756569bb-ffca-df11-9e98-0025b3e6b7d8","3117","https://www.mthbiler.dk/","mthbiler.dk","1"
"Dalsgaard Biler A/S","926569bb-ffca-df11-9e98-0025b3e6b7d8","3154","https://www.skoda-hjoerring.dk/","skoda-hjoerring.dk","1"
"C.A. Larsen Automobiler A/S Svendborg","ee6569bb-ffca-df11-9e98-0025b3e6b7d8","1819","https://www.cal.dk/afdelinger/svendborg/","cal.dk","1"
"LMC Biler","e06369bb-ffca-df11-9e98-0025b3e6b7d8","2858","https://www.lmcbiler.dk/","lmcbiler.dk","1"
"Therkildsen Biler ApS","1c6569bb-ffca-df11-9e98-0025b3e6b7d8","3064","https://www.therkildsenbiler.dk/","therkildsenbiler.dk","1"
"Pedersen & Nielsen A/S Hadsund","3a6569bb-ffca-df11-9e98-0025b3e6b7d8","3087","https://www.autohus.dk/","autohus.dk","1"
"Autocentrum Skårup","ff6569bb-ffca-df11-9e98-0025b3e6b7d8","1831","https://www.autocentrum.dk/","autocentrum.dk","1"
"Autocentralen Ishøj","02c9a6ae-f8d8-df11-a986-0025b3e6b7d8","1378","https://www.autocentralen.com/brugte-biler/","autocentralen.com","1"
"Tang Biler A/S","dfd479d8-f8d8-df11-a986-0025b3e6b7d8","2773","https://www.tangbiler.dk","tangbiler.dk","1"
"Sondrup Bilcenter A/S","c60c72de-f8d8-df11-a986-0025b3e6b7d8","6244","https://www.sondrup-bilcenter.dk/","sondrup-bilcenter.dk","1"
"Auto Group LF A/S","36bdd384-f8d8-df11-a986-0025b3e6b7d8","1729","https://nykobingf.volkswagen.dk/","nykobingf.volkswagen.dk","1"
"Auto Group Nordvest – Thisted","6427c196-f8d8-df11-a986-0025b3e6b7d8","4408","https://www.agn.dk/","agn.dk","1"
"FT Biler","8c27c196-f8d8-df11-a986-0025b3e6b7d8","5229","https://www.ftbiler.dk/","ftbiler.dk","1"
"Rehabiler Specialindretning","a905f480-144a-e911-9625-0050568635ef","12656","https://rehabiler.dk/","rehabiler.dk","1"
"Tanev Biler Erhverv ApS","33d35ce9-041b-e811-974b-0050568635ef","12327","https://www.tanevbiler.dk","tanevbiler.dk","1"
"Dragshøj Salg","6f2eb29c-a57d-e711-9753-0050568635ef","12129",,"","1"
"HL Biler","c3150ec2-eb9d-eb11-9499-0050568635ef","13397",,"","1"
"Navi Biler ApS","2c11ef07-15af-eb11-9499-0050568635ef","13410","https://navibiler.dk/","navibiler.dk","1"
"Elite Auto ApS","2e8b7f73-8649-e911-9625-0050568635ef","12653","https://www.elite-auto.dk/","elite-auto.dk","1"
"KOBE Leasing A/S","8cd5cf7b-4b86-e711-9753-0050568635ef","12146","https://kobe-leasing.dk/","kobe-leasing.dk","1"
"Dangaard biler","3094ba8e-1c05-ea11-9c74-0050568635ef","12893","https://dngbiler.dk/","dngbiler.dk","1"
"Engelbrecht Biler Middelfart","d1fc6715-7d0c-e611-9d07-0050568635ef","11707","http://www.engelbrechtbiler.dk/","engelbrechtbiler.dk","1"
"J.C Biler ApS","a7fae7d1-28c9-e211-9efd-0050568635ef","6978",,"","1"
"Scan Last Danmark A/S","c8f4cf16-9988-e711-9753-0050568635ef","12150","https://www.scanlast.dk/","scanlast.dk","1"
"Skandic Bilsalg Aps","57c7f603-4657-e711-9a71-0050568635ef","12083","https://www.skandicbilsalg.dk/","skandicbilsalg.dk","1"
"Clevr Car Leasing","3b55f3d6-3deb-e911-9c74-0050568635ef","12869","https://clevrcar.dk/","clevrcar.dk","1"
"Schelde Leasing","a7a05279-d787-eb11-9499-0050568635ef","13371","https://www.scheldeleasing.dk/","scheldeleasing.dk","1"
"Holt's Biler","70dd2c1d-fb3b-e911-8ee5-0050568635ef","12635",,"","1"
"Viborg Billand","183a923c-2739-e611-91a9-0050568635ef","11758",,"","1"
"Stjernegaardens biler","04e198ea-01fa-e711-92c0-0050568635ef","12278","https://www.stjernegaardensbiler.dk/","stjernegaardensbiler.dk","1"
"Autocenter Assentoft ApS","a7352dad-d592-e211-875b-0050568635ef","10768",,"","1"
"Maindal-Auto ApS","5665f5ea-e7da-e511-8bbb-0050568635ef","11638","https://www.maindal-auto.dk/","maindal-auto.dk","1"
"Sølyst Biler ApS","d80d035c-403b-e911-8ee5-0050568635ef","12633","https://www.sølystbiler.dk/","sølystbiler.dk","1"
"Niels O Auto","12b353ce-c70c-e811-92c0-0050568635ef","12305","https://www.noauto.dk/","noauto.dk","1"
"Dansk Erhvervsfinansiering A/S","59ad7e59-a651-eb11-9499-0050568635ef","13314","https://danskerhvervsfinansiering.dk/","danskerhvervsfinansiering.dk","1"
"Hyrup & Nielsen Pre-Owned ApS","56c611e3-8360-eb11-9499-0050568635ef","13331","https://hyrup-nielsen.dk/","hyrup-nielsen.dk","1"
"Erhvervsbiler Fyn ApS","471c04fc-6382-eb11-9499-0050568635ef","13365","https://www.erhvervsbilerfyn.dk/","erhvervsbilerfyn.dk","1"
"Lyst Engroshandel","89ae524e-c0c4-e911-936f-0050568635ef","12818",,"","1"
"Nellemann Roskilde","d646fd03-1bce-e911-936f-0050568635ef","12828","https://nellemann.dk/biler/","nellemann.dk","1"
"RLM CAR EXPORT ApS","6a243bdc-02d3-e911-936f-0050568635ef","12837","https://www.rlmcarexport.dk/","rlmcarexport.dk","1"
